onset	duration	trial_type	value	gaze_x	gaze_y	pupil_size	sacc_endx	sacc_endy	sacc_amplitude	sacc_peakvel
0.005	0.058	fixation	n/a	131.1	89.0	1049.0	n/a	n/a	n/a	n/a
0.065	0.052	saccade	n/a	134.3	90.2	n/a	243.1	118.5	4.43	259.0
0.119	0.276	fixation	n/a	235.5	108.5	1035.0	n/a	n/a	n/a	n/a
0.397	0.036	saccade	n/a	243.1	106.1	n/a	380.3	110.6	5.5	259.0
0.435	0.306	fixation	n/a	386.0	111.9	972.0	n/a	n/a	n/a	n/a
0.743	0.036	saccade	n/a	394.1	112.5	n/a	530.1	159.6	5.79	239.0
0.781	0.442	fixation	n/a	524.4	162.6	981.0	n/a	n/a	n/a	n/a
1.225	0.096	saccade	n/a	535.7	168.5	n/a	526.7	209.9	1.72	1131.0
1.249	0.038	blink	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
1.323	0.204	fixation	n/a	510.6	214.9	941.0	n/a	n/a	n/a	n/a
1.529	0.052	saccade	n/a	509.7	218.1	n/a	748.8	302.7	9.88	265.0
1.583	0.29	fixation	n/a	716.8	306.8	881.0	n/a	n/a	n/a	n/a
1.875	0.058	saccade	n/a	717.2	310.3	n/a	406.4	262.6	12.26	332.0
1.935	0.208	fixation	n/a	398.4	269.9	835.0	n/a	n/a	n/a	n/a
2.054	0.0	trigger_92	92	n/a	n/a	n/a	n/a	n/a	n/a	n/a
2.054	0.0	trigger_19	19	n/a	n/a	n/a	n/a	n/a	n/a	n/a
2.062	0.0	trigger_10	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a
2.145	0.03	saccade	n/a	414.5	271.5	n/a	312.9	268.2	4.06	230.0
2.177	0.12	fixation	n/a	311.1	265.2	821.0	n/a	n/a	n/a	n/a
2.299	0.052	saccade	n/a	314.5	263.3	n/a	250.7	207.4	3.4	228.0
2.353	0.042	fixation	n/a	250.6	210.9	826.0	n/a	n/a	n/a	n/a
2.397	0.036	saccade	n/a	250.1	213.4	n/a	207.6	108.7	4.56	273.0
2.435	0.058	fixation	n/a	190.3	112.1	817.0	n/a	n/a	n/a	n/a
2.495	0.056	saccade	n/a	182.7	113.1	n/a	121.9	58.5	3.24	224.0
2.553	0.18	fixation	n/a	119.5	64.0	809.0	n/a	n/a	n/a	n/a
2.735	0.018	saccade	n/a	119.4	64.5	n/a	100.4	72.6	0.8	98.0
2.755	0.186	fixation	n/a	102.6	70.7	803.0	n/a	n/a	n/a	n/a
2.943	0.012	saccade	n/a	108.7	73.5	n/a	131.7	68.1	0.92	91.0
2.957	0.222	fixation	n/a	129.7	74.1	833.0	n/a	n/a	n/a	n/a
3.181	0.016	saccade	n/a	133.8	75.7	n/a	168.8	75.0	1.37	126.0
3.199	0.08	fixation	n/a	164.7	78.6	847.0	n/a	n/a	n/a	n/a
3.281	0.07	saccade	n/a	163.2	75.6	n/a	82.1	77.3	3.14	198.0
3.353	0.194	fixation	n/a	74.6	64.1	824.0	n/a	n/a	n/a	n/a
3.549	0.016	saccade	n/a	75.6	63.3	n/a	68.3	64.2	0.28	57.0
3.567	0.254	fixation	n/a	71.6	62.1	798.0	n/a	n/a	n/a	n/a
3.823	0.022	saccade	n/a	73.9	59.7	n/a	132.6	52.1	2.29	156.0
3.847	0.192	fixation	n/a	128.9	64.5	780.0	n/a	n/a	n/a	n/a
4.041	0.018	saccade	n/a	126.9	64.8	n/a	109.8	63.4	0.67	95.0
4.061	0.424	fixation	n/a	109.4	66.2	769.0	n/a	n/a	n/a	n/a
4.487	0.024	saccade	n/a	112.5	70.1	n/a	185.8	66.3	2.87	211.0
4.513	0.21	fixation	n/a	186.7	80.0	791.0	n/a	n/a	n/a	n/a
4.725	0.022	saccade	n/a	187.8	79.3	n/a	240.6	70.5	2.12	171.0
4.749	0.298	fixation	n/a	235.9	86.3	799.0	n/a	n/a	n/a	n/a
5.049	0.024	saccade	n/a	234.4	89.4	n/a	309.6	75.7	3.05	213.0
5.075	0.5	fixation	n/a	306.7	90.6	830.0	n/a	n/a	n/a	n/a
5.577	0.02	saccade	n/a	309.1	86.9	n/a	359.4	69.4	2.15	164.0
5.599	0.28	fixation	n/a	355.9	80.6	809.0	n/a	n/a	n/a	n/a
5.881	0.016	saccade	n/a	357.3	83.8	n/a	327.2	89.5	1.23	113.0
5.899	0.304	fixation	n/a	331.7	89.7	804.0	n/a	n/a	n/a	n/a
6.205	0.028	saccade	n/a	335.7	91.3	n/a	427.6	79.9	3.73	214.0
6.235	0.314	fixation	n/a	425.4	91.2	771.0	n/a	n/a	n/a	n/a
6.551	0.028	saccade	n/a	429.2	90.9	n/a	338.6	94.1	3.65	213.0
6.581	0.426	fixation	n/a	336.6	89.8	755.0	n/a	n/a	n/a	n/a
7.009	0.016	saccade	n/a	341.5	88.3	n/a	305.3	92.3	1.46	116.0
7.027	0.394	fixation	n/a	306.3	93.4	755.0	n/a	n/a	n/a	n/a
7.423	0.018	saccade	n/a	309.3	94.4	n/a	345.4	78.0	1.6	128.0
7.443	0.202	fixation	n/a	340.0	88.3	761.0	n/a	n/a	n/a	n/a
7.647	0.04	saccade	n/a	341.2	91.6	n/a	267.7	89.9	2.95	205.0
7.689	0.38	fixation	n/a	254.3	90.6	761.0	n/a	n/a	n/a	n/a
8.071	0.022	saccade	n/a	259.5	94.2	n/a	209.8	91.7	1.97	140.0
8.095	0.268	fixation	n/a	209.1	89.3	766.0	n/a	n/a	n/a	n/a
8.365	0.052	saccade	n/a	211.0	89.2	n/a	316.6	90.7	4.21	223.0
8.419	0.244	fixation	n/a	310.0	80.6	739.0	n/a	n/a	n/a	n/a
8.665	0.02	saccade	n/a	313.4	76.8	n/a	360.1	69.5	1.9	157.0
8.687	0.226	fixation	n/a	350.6	78.9	729.0	n/a	n/a	n/a	n/a
8.915	0.024	saccade	n/a	350.3	80.1	n/a	413.2	71.4	2.56	189.0
8.941	0.158	fixation	n/a	407.4	82.1	726.0	n/a	n/a	n/a	n/a
9.101	0.02	saccade	n/a	408.1	76.4	n/a	460.9	76.8	2.12	165.0
9.123	0.35	fixation	n/a	457.4	89.9	729.0	n/a	n/a	n/a	n/a
9.475	0.022	saccade	n/a	459.4	88.5	n/a	507.4	88.9	1.92	140.0
9.499	0.426	fixation	n/a	498.5	94.0	716.0	n/a	n/a	n/a	n/a
9.927	0.016	saccade	n/a	501.0	94.7	n/a	486.1	93.4	0.6	72.0
9.945	0.158	fixation	n/a	490.0	92.9	707.0	n/a	n/a	n/a	n/a
10.105	0.056	saccade	n/a	494.6	96.0	n/a	149.6	121.7	13.7	379.0
10.163	0.164	fixation	n/a	123.4	130.5	703.0	n/a	n/a	n/a	n/a
10.329	0.016	saccade	n/a	125.3	131.7	n/a	93.6	140.0	1.27	119.0
10.347	0.382	fixation	n/a	97.8	137.7	706.0	n/a	n/a	n/a	n/a
10.731	0.056	saccade	n/a	99.9	139.0	n/a	203.9	149.5	4.08	196.0
10.789	0.222	fixation	n/a	199.9	149.4	716.0	n/a	n/a	n/a	n/a
11.013	0.012	saccade	n/a	201.6	149.8	n/a	174.7	147.4	1.07	101.0
11.027	0.362	fixation	n/a	176.3	149.3	722.0	n/a	n/a	n/a	n/a
11.391	0.022	saccade	n/a	179.8	148.8	n/a	236.7	141.6	2.27	162.0
11.415	0.314	fixation	n/a	236.5	150.5	728.0	n/a	n/a	n/a	n/a
11.731	0.014	saccade	n/a	238.7	156.0	n/a	273.6	152.8	1.4	118.0
11.747	0.14	fixation	n/a	269.2	156.0	719.0	n/a	n/a	n/a	n/a
11.889	0.022	saccade	n/a	270.2	157.7	n/a	334.9	148.3	2.62	188.0
11.913	0.46	fixation	n/a	333.3	153.2	703.0	n/a	n/a	n/a	n/a
12.375	0.048	saccade	n/a	335.3	152.6	n/a	434.9	165.3	4.03	231.0
12.425	0.2	fixation	n/a	430.2	154.9	689.0	n/a	n/a	n/a	n/a
12.627	0.022	saccade	n/a	431.7	157.6	n/a	483.1	150.2	2.09	129.0
