sentence_id	word_id	word	nfixations	meanpupilsize	ffd	sfd	gd	gpt	trt	ffd_pupilsize	gd_pupilsize	gpt_pupilsize	trt_pupilsize	ffd_t1_mean	ffd_t2_mean	ffd_a1_mean	ffd_a2_mean	ffd_b1_mean	ffd_b2_mean	ffd_g1_mean	ffd_g2_mean	sfd_t1_mean	sfd_t2_mean	sfd_a1_mean	sfd_a2_mean	sfd_b1_mean	sfd_b2_mean	sfd_g1_mean	sfd_g2_mean	gd_t1_mean	gd_t2_mean	gd_a1_mean	gd_a2_mean	gd_b1_mean	gd_b2_mean	gd_g1_mean	gd_g2_mean	gpt_t1_mean	gpt_t2_mean	gpt_a1_mean	gpt_a2_mean	gpt_b1_mean	gpt_b2_mean	gpt_g1_mean	gpt_g2_mean	trt_t1_mean	trt_t2_mean	trt_a1_mean	trt_a2_mean	trt_b1_mean	trt_b2_mean	trt_g1_mean	trt_g2_mean
1	1	With	1.0	924.0	119.0	119.0	119.0	119.0	119.0	924.0	924.0	924.0	924.0	2.051456	1.32983	1.757266	1.25874	2.17783	2.813174	2.09236	1.88823	2.051456	1.32983	1.757266	1.25874	2.17783	2.813174	2.09236	1.88823	2.051456	1.32983	1.757266	1.25874	2.17783	2.813174	2.09236	1.88823	2.051456	1.32983	1.757266	1.25874	2.17783	2.813174	2.09236	1.88823	2.051456	1.32983	1.757266	1.25874	2.17783	2.813174	2.09236	1.88823
1	2	his	2.0	942.5	51.0	n/a	51.0	363.0	244.0	933.0	933.0	936.3333	942.5	2.533117	1.64591	2.441058	2.969649	2.82066	3.744376	2.392664	1.655909	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	2.533117	1.64591	2.441058	2.969649	2.82066	3.744376	2.392664	1.655909	1.923818	1.528523	1.94836	2.134936	2.610146	3.34732	2.120917	1.643356	1.859999	1.627869	2.043906	2.573035	2.826303	3.614392	2.135196	1.520919
1	3	interest	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
1	4	in	1.0	1010.0	128.0	128.0	128.0	128.0	128.0	1010.0	1010.0	1010.0	1010.0	1.173971	1.423995	1.680747	1.556296	4.171577	3.106967	1.277938	0.900049	1.173971	1.423995	1.680747	1.556296	4.171577	3.106967	1.277938	0.900049	1.173971	1.423995	1.680747	1.556296	4.171577	3.106967	1.277938	0.900049	1.173971	1.423995	1.680747	1.556296	4.171577	3.106967	1.277938	0.900049	1.173971	1.423995	1.680747	1.556296	4.171577	3.106967	1.277938	0.900049
1	5	race	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
1	6	cars,	2.0	1011.5	55.0	n/a	55.0	661.0	170.0	977.0	977.0	973.6667	1011.5	1.699254	2.446509	2.301345	2.380255	2.653476	3.290918	1.673976	1.531807	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	1.699254	2.446509	2.301345	2.380255	2.653476	3.290918	1.673976	1.531807	1.641221	1.777163	2.01536	2.104257	2.932467	3.257661	1.783841	1.411686	1.450949	2.326708	2.283167	2.33222	2.796393	3.198519	1.531178	1.32
1	7	he	1.0	1101.0	92.0	92.0	92.0	92.0	92.0	1101.0	1101.0	1101.0	1101.0	1.882507	3.870646	2.628303	2.512506	3.457308	3.455377	1.678198	1.212288	1.882507	3.870646	2.628303	2.512506	3.457308	3.455377	1.678198	1.212288	1.882507	3.870646	2.628303	2.512506	3.457308	3.455377	1.678198	1.212288	1.882507	3.870646	2.628303	2.512506	3.457308	3.455377	1.678198	1.212288	1.882507	3.870646	2.628303	2.512506	3.457308	3.455377	1.678198	1.212288
1	8	formed	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
1	9	a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
1	10	second	1.0	1122.0	141.0	141.0	141.0	141.0	141.0	1122.0	1122.0	1122.0	1122.0	1.980474	3.216524	3.308471	3.112611	3.196647	2.944267	1.555142	1.139014	1.980474	3.216524	3.308471	3.112611	3.196647	2.944267	1.555142	1.139014	1.980474	3.216524	3.308471	3.112611	3.196647	2.944267	1.555142	1.139014	1.980474	3.216524	3.308471	3.112611	3.196647	2.944267	1.555142	1.139014	1.980474	3.216524	3.308471	3.112611	3.196647	2.944267	1.555142	1.139014
1	11	company,	1.0	1123.0	65.0	65.0	65.0	65.0	65.0	1123.0	1123.0	1123.0	1123.0	1.535219	1.738831	1.586067	1.75462	2.80883	4.290221	1.611615	1.086007	1.535219	1.738831	1.586067	1.75462	2.80883	4.290221	1.611615	1.086007	1.535219	1.738831	1.586067	1.75462	2.80883	4.290221	1.611615	1.086007	1.535219	1.738831	1.586067	1.75462	2.80883	4.290221	1.611615	1.086007	1.535219	1.738831	1.586067	1.75462	2.80883	4.290221	1.611615	1.086007
1	12	the	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
1	13	Henry	4.0	1167.0	59.0	n/a	453.0	453.0	592.0	1176.0	1164.3333	1164.3333	1167.0	1.338559	1.79773	2.339061	5.311857	5.543743	3.092042	1.420192	1.046428	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	1.483351	1.944961	2.147302	3.454809	3.900143	2.887782	1.405189	1.15194	1.483351	1.944961	2.147302	3.454809	3.900143	2.887782	1.405189	1.15194	1.476896	1.988937	2.279222	3.381699	3.843033	2.908739	1.454952	1.187372
1	14	Ford	2.0	1167.5	103.0	n/a	178.0	178.0	178.0	1144.0	1167.5	1167.5	1167.5	1.49311	1.275279	1.850748	3.750447	2.855866	2.05729	1.545576	1.146949	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	1.307529	1.423106	2.093978	3.318387	3.039092	2.164894	1.575776	1.249294	1.307529	1.423106	2.093978	3.318387	3.039092	2.164894	1.575776	1.249294	1.307529	1.423106	2.093978	3.318387	3.039092	2.164894	1.575776	1.249294
