sentence_id	word_id	word	nfixations	meanpupilsize	ffd	sfd	gd	gpt	trt	ffd_pupilsize	gd_pupilsize	gpt_pupilsize	trt_pupilsize	ffd_t1_mean	ffd_t2_mean	ffd_a1_mean	ffd_a2_mean	ffd_b1_mean	ffd_b2_mean	ffd_g1_mean	ffd_g2_mean	sfd_t1_mean	sfd_t2_mean	sfd_a1_mean	sfd_a2_mean	sfd_b1_mean	sfd_b2_mean	sfd_g1_mean	sfd_g2_mean	gd_t1_mean	gd_t2_mean	gd_a1_mean	gd_a2_mean	gd_b1_mean	gd_b2_mean	gd_g1_mean	gd_g2_mean	gpt_t1_mean	gpt_t2_mean	gpt_a1_mean	gpt_a2_mean	gpt_b1_mean	gpt_b2_mean	gpt_g1_mean	gpt_g2_mean	trt_t1_mean	trt_t2_mean	trt_a1_mean	trt_a2_mean	trt_b1_mean	trt_b2_mean	trt_g1_mean	trt_g2_mean
1	1	With	2.0	1022.0	95.0	n/a	95.0	95.0	166.0	1018.0	1018.0	1018.0	1022.0	0.717096	0.759736	0.634495	0.574767	0.697089	0.969693	0.598726	0.63941	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.717096	0.759736	0.634495	0.574767	0.697089	0.969693	0.598726	0.63941	0.717096	0.759736	0.634495	0.574767	0.697089	0.969693	0.598726	0.63941	0.565017	0.620416	0.516049	0.660016	0.741376	1.122486	0.778304	0.718897
1	2	his	1.0	1052.0	100.0	100.0	100.0	100.0	100.0	1052.0	1052.0	1052.0	1052.0	0.26301	0.768722	0.95856	0.73947	0.602716	0.96742	0.732516	0.731051	0.26301	0.768722	0.95856	0.73947	0.602716	0.96742	0.732516	0.731051	0.26301	0.768722	0.95856	0.73947	0.602716	0.96742	0.732516	0.731051	0.26301	0.768722	0.95856	0.73947	0.602716	0.96742	0.732516	0.731051	0.26301	0.768722	0.95856	0.73947	0.602716	0.96742	0.732516	0.731051
1	3	interest	2.0	1052.5	95.0	n/a	95.0	317.0	146.0	1018.0	1018.0	1045.75	1052.5	0.313768	0.395195	0.784529	0.686372	0.762971	0.791798	0.736863	0.67379	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.313768	0.395195	0.784529	0.686372	0.762971	0.791798	0.736863	0.67379	0.327084	0.594369	0.693402	0.672525	0.681825	1.000201	0.839649	0.740711	0.316194	0.563829	0.708721	0.602683	0.66946	0.879052	0.834099	0.716706
1	4	in	1.0	1108.0	97.0	97.0	97.0	97.0	97.0	1108.0	1108.0	1108.0	1108.0	0.473505	0.747025	0.629129	0.527805	0.948586	0.910843	0.763582	0.843729	0.473505	0.747025	0.629129	0.527805	0.948586	0.910843	0.763582	0.843729	0.473505	0.747025	0.629129	0.527805	0.948586	0.910843	0.763582	0.843729	0.473505	0.747025	0.629129	0.527805	0.948586	0.910843	0.763582	0.843729	0.473505	0.747025	0.629129	0.527805	0.948586	0.910843	0.763582	0.843729
1	5	race	1.0	1088.0	103.0	103.0	103.0	103.0	103.0	1088.0	1088.0	1088.0	1088.0	0.91345	0.586044	0.702888	0.628537	0.582943	0.831081	0.81653	0.65153	0.91345	0.586044	0.702888	0.628537	0.582943	0.831081	0.81653	0.65153	0.91345	0.586044	0.702888	0.628537	0.582943	0.831081	0.81653	0.65153	0.91345	0.586044	0.702888	0.628537	0.582943	0.831081	0.81653	0.65153	0.91345	0.586044	0.702888	0.628537	0.582943	0.831081	0.81653	0.65153
1	6	cars,	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
1	7	he	1.0	1047.0	83.0	83.0	83.0	83.0	83.0	1047.0	1047.0	1047.0	1047.0	0.591325	0.307009	0.774321	1.163238	0.367487	0.875836	0.564654	0.571373	0.591325	0.307009	0.774321	1.163238	0.367487	0.875836	0.564654	0.571373	0.591325	0.307009	0.774321	1.163238	0.367487	0.875836	0.564654	0.571373	0.591325	0.307009	0.774321	1.163238	0.367487	0.875836	0.564654	0.571373	0.591325	0.307009	0.774321	1.163238	0.367487	0.875836	0.564654	0.571373
1	8	formed	1.0	1008.0	56.0	56.0	56.0	56.0	56.0	1008.0	1008.0	1008.0	1008.0	0.561072	0.270801	0.905614	0.914214	0.44351	0.735362	0.983086	0.691809	0.561072	0.270801	0.905614	0.914214	0.44351	0.735362	0.983086	0.691809	0.561072	0.270801	0.905614	0.914214	0.44351	0.735362	0.983086	0.691809	0.561072	0.270801	0.905614	0.914214	0.44351	0.735362	0.983086	0.691809	0.561072	0.270801	0.905614	0.914214	0.44351	0.735362	0.983086	0.691809
1	9	a	1.0	962.0	125.0	125.0	125.0	125.0	125.0	962.0	962.0	962.0	962.0	0.445262	0.628107	0.670296	0.578856	0.638087	0.966889	0.972015	0.627793	0.445262	0.628107	0.670296	0.578856	0.638087	0.966889	0.972015	0.627793	0.445262	0.628107	0.670296	0.578856	0.638087	0.966889	0.972015	0.627793	0.445262	0.628107	0.670296	0.578856	0.638087	0.966889	0.972015	0.627793	0.445262	0.628107	0.670296	0.578856	0.638087	0.966889	0.972015	0.627793
1	10	second	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
