sentence_id	word_id	word	nfixations	meanpupilsize	ffd	sfd	gd	gpt	trt	ffd_pupilsize	gd_pupilsize	gpt_pupilsize	trt_pupilsize	ffd_t1_mean	ffd_t2_mean	ffd_a1_mean	ffd_a2_mean	ffd_b1_mean	ffd_b2_mean	ffd_g1_mean	ffd_g2_mean	sfd_t1_mean	sfd_t2_mean	sfd_a1_mean	sfd_a2_mean	sfd_b1_mean	sfd_b2_mean	sfd_g1_mean	sfd_g2_mean	gd_t1_mean	gd_t2_mean	gd_a1_mean	gd_a2_mean	gd_b1_mean	gd_b2_mean	gd_g1_mean	gd_g2_mean	gpt_t1_mean	gpt_t2_mean	gpt_a1_mean	gpt_a2_mean	gpt_b1_mean	gpt_b2_mean	gpt_g1_mean	gpt_g2_mean	trt_t1_mean	trt_t2_mean	trt_a1_mean	trt_a2_mean	trt_b1_mean	trt_b2_mean	trt_g1_mean	trt_g2_mean
1	1	Presents	2.0	674.0	107.0	n/a	107.0	107.0	300.0	638.0	638.0	638.0	674.0	1.551872	1.084238	1.103542	0.563881	0.654163	0.913064	0.840681	0.632012	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	1.551872	1.084238	1.103542	0.563881	0.654163	0.913064	0.840681	0.632012	1.551872	1.084238	1.103542	0.563881	0.654163	0.913064	0.840681	0.632012	1.429212	0.986601	0.98315	0.637073	0.712291	0.921002	0.782684	0.585781
1	2	a	1.0	716.0	74.0	74.0	74.0	181.0	74.0	716.0	716.0	677.0	716.0	1.749553	1.546594	1.549946	1.578446	1.706586	1.789999	0.898226	0.836949	1.749553	1.546594	1.549946	1.578446	1.706586	1.789999	0.898226	0.836949	1.749553	1.546594	1.549946	1.578446	1.706586	1.789999	0.898226	0.836949	1.650713	1.315416	1.326744	1.071164	1.180374	1.351531	0.869454	0.73448	1.749553	1.546594	1.549946	1.578446	1.706586	1.789999	0.898226	0.836949
1	3	good	1.0	740.0	146.0	146.0	146.0	146.0	146.0	740.0	740.0	740.0	740.0	1.496525	1.237985	1.150459	1.018924	1.40047	1.237365	0.722387	0.544948	1.496525	1.237985	1.150459	1.018924	1.40047	1.237365	0.722387	0.544948	1.496525	1.237985	1.150459	1.018924	1.40047	1.237365	0.722387	0.544948	1.496525	1.237985	1.150459	1.018924	1.40047	1.237365	0.722387	0.544948	1.496525	1.237985	1.150459	1.018924	1.40047	1.237365	0.722387	0.544948
1	4	case	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
1	5	while	3.0	687.6667	87.0	n/a	87.0	87.0	358.0	601.0	601.0	601.0	687.6667	1.296173	0.640916	0.705226	0.585961	0.76566	0.763907	0.627974	0.695537	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	1.296173	0.640916	0.705226	0.585961	0.76566	0.763907	0.627974	0.695537	1.296173	0.640916	0.705226	0.585961	0.76566	0.763907	0.627974	0.695537	1.265825	0.897311	0.795117	0.761566	0.814413	0.826936	0.642195	0.565366
1	6	failing	2.0	714.5	91.0	n/a	91.0	91.0	239.0	716.0	716.0	716.0	714.5	1.725129	0.591815	0.737936	0.838734	1.044042	1.070693	0.649612	0.637628	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	1.725129	0.591815	0.737936	0.838734	1.044042	1.070693	0.649612	0.637628	1.725129	0.591815	0.737936	0.838734	1.044042	1.070693	0.649612	0.637628	1.462819	0.788429	1.019427	1.062821	1.167307	1.151066	0.704889	0.603058
1	7	to	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
1	8	provide	7.0	686.1429	111.0	n/a	111.0	712.0	717.0	622.0	622.0	699.1667	686.1429	1.418002	1.017653	1.064073	1.380498	1.618303	1.438958	0.753058	0.565917	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	1.418002	1.017653	1.064073	1.380498	1.618303	1.438958	0.753058	0.565917	1.407434	1.049687	0.934764	0.911418	1.129108	1.109337	0.69749	0.542006	1.554203	1.363641	0.986838	1.021354	1.15582	1.170592	0.698756	0.581279
1	9	a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
1	10	reason	3.0	679.6667	120.0	n/a	120.0	1110.0	256.0	672.0	672.0	698.8	679.6667	2.165238	1.179999	1.480932	1.116606	1.437255	1.562319	0.648094	0.567585	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	2.165238	1.179999	1.480932	1.116606	1.437255	1.562319	0.648094	0.567585	1.493923	1.304216	1.028903	1.000484	1.15475	1.142848	0.699128	0.548581	1.424799	1.346657	1.085851	0.923433	1.349441	1.235009	0.709822	0.459239
