onset	duration	trial_type	value	gaze_x	gaze_y	pupil_size	sacc_endx	sacc_endy	sacc_amplitude	sacc_peakvel
2.01	0.292	fixation	n/a	227.8	58.4	1090.0	n/a	n/a	n/a	n/a
2.048	0.0	trigger_91	91	n/a	n/a	n/a	n/a	n/a	n/a	n/a
2.05	0.0	trigger_19	19	n/a	n/a	n/a	n/a	n/a	n/a	n/a
2.056	0.0	trigger_12	12	n/a	n/a	n/a	n/a	n/a	n/a	n/a
2.304	0.028	saccade	n/a	227.0	60.8	n/a	145.1	69.4	3.24	208.0
2.334	0.444	fixation	n/a	149.3	73.2	1174.0	n/a	n/a	n/a	n/a
2.78	0.036	saccade	n/a	146.9	80.0	n/a	233.0	148.3	4.37	257.0
2.818	0.158	fixation	n/a	226.9	139.0	1257.0	n/a	n/a	n/a	n/a
2.978	0.218	saccade	n/a	223.4	148.9	n/a	274.2	298.8	6.36	1037.0
3.01	0.108	blink	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3.198	0.256	fixation	n/a	281.6	307.9	1223.0	n/a	n/a	n/a	n/a
3.456	0.204	saccade	n/a	285.5	306.0	n/a	309.9	269.0	1.77	1006.0
3.488	0.112	blink	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3.662	0.542	fixation	n/a	321.6	270.2	1039.0	n/a	n/a	n/a	n/a
4.206	0.036	saccade	n/a	326.9	251.8	n/a	295.9	116.1	5.65	281.0
4.244	0.186	fixation	n/a	297.1	120.6	970.0	n/a	n/a	n/a	n/a
4.432	0.042	saccade	n/a	298.2	113.9	n/a	161.5	73.1	5.67	354.0
4.476	0.324	fixation	n/a	156.1	67.0	866.0	n/a	n/a	n/a	n/a
4.802	0.022	saccade	n/a	154.1	66.3	n/a	216.2	71.9	2.46	212.0
4.826	0.362	fixation	n/a	207.8	80.8	912.0	n/a	n/a	n/a	n/a
5.19	0.018	saccade	n/a	206.8	88.9	n/a	249.4	91.7	1.69	160.0
5.21	0.25	fixation	n/a	238.1	87.7	998.0	n/a	n/a	n/a	n/a
5.462	0.022	saccade	n/a	236.7	85.4	n/a	299.9	88.3	2.53	210.0
5.486	0.16	fixation	n/a	288.7	85.1	1060.0	n/a	n/a	n/a	n/a
5.648	0.022	saccade	n/a	287.8	84.0	n/a	349.1	85.2	2.46	199.0
5.672	0.156	fixation	n/a	343.7	86.0	1060.0	n/a	n/a	n/a	n/a
5.758	0.0	trigger_13	13	n/a	n/a	n/a	n/a	n/a	n/a	n/a
5.83	0.024	saccade	n/a	345.2	85.5	n/a	428.7	80.9	3.37	250.0
5.856	0.146	fixation	n/a	415.0	82.1	1053.0	n/a	n/a	n/a	n/a
6.004	0.018	saccade	n/a	414.5	82.6	n/a	386.5	84.9	1.13	114.0
6.024	0.224	fixation	n/a	392.7	84.1	1061.0	n/a	n/a	n/a	n/a
6.25	0.026	saccade	n/a	392.7	83.5	n/a	478.8	79.5	3.47	232.0
6.278	0.338	fixation	n/a	466.4	79.9	1071.0	n/a	n/a	n/a	n/a
6.618	0.008	saccade	n/a	469.0	78.1	n/a	483.0	77.3	0.56	71.0
6.628	0.28	fixation	n/a	481.6	82.9	1117.0	n/a	n/a	n/a	n/a
6.91	0.06	saccade	n/a	480.6	86.2	n/a	163.8	90.9	12.57	450.0
6.972	0.356	fixation	n/a	150.0	89.8	1115.0	n/a	n/a	n/a	n/a
7.33	0.026	saccade	n/a	149.6	93.3	n/a	236.1	89.7	3.42	268.0
7.358	0.286	fixation	n/a	228.2	89.5	1153.0	n/a	n/a	n/a	n/a
7.646	0.03	saccade	n/a	229.5	89.7	n/a	157.2	90.1	2.85	238.0
7.678	0.3	fixation	n/a	162.1	90.5	1207.0	n/a	n/a	n/a	n/a
7.98	0.038	saccade	n/a	160.3	89.8	n/a	129.5	140.6	2.37	250.0
8.02	0.342	fixation	n/a	125.2	144.8	1253.0	n/a	n/a	n/a	n/a
8.364	0.024	saccade	n/a	125.4	144.5	n/a	119.1	83.5	2.46	155.0
8.368	0.0	trigger_15	15	n/a	n/a	n/a	n/a	n/a	n/a	n/a
8.372	0.0	trigger_10	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a
8.39	0.204	fixation	n/a	122.4	96.0	1254.0	n/a	n/a	n/a	n/a
8.596	0.026	saccade	n/a	121.8	96.1	n/a	223.7	92.4	4.0	272.0
8.624	0.208	fixation	n/a	218.0	94.3	1280.0	n/a	n/a	n/a	n/a
8.834	0.02	saccade	n/a	217.5	96.0	n/a	274.9	93.5	2.29	197.0
8.856	0.102	fixation	n/a	266.3	94.0	1324.0	n/a	n/a	n/a	n/a
8.96	0.026	saccade	n/a	268.2	93.7	n/a	366.7	90.7	3.96	280.0
8.988	0.138	fixation	n/a	356.8	90.1	1323.0	n/a	n/a	n/a	n/a
9.128	0.022	saccade	n/a	356.6	93.5	n/a	417.6	85.2	2.48	194.0
9.152	0.102	fixation	n/a	405.4	87.2	1293.0	n/a	n/a	n/a	n/a
9.256	0.056	saccade	n/a	405.5	88.7	n/a	152.8	199.1	10.98	496.0
9.314	0.238	fixation	n/a	137.7	208.8	1329.0	n/a	n/a	n/a	n/a
9.554	0.022	saccade	n/a	139.3	211.0	n/a	108.5	226.3	1.34	140.0
9.578	0.22	fixation	n/a	116.5	224.6	1346.0	n/a	n/a	n/a	n/a
9.8	0.016	saccade	n/a	116.1	227.9	n/a	107.2	223.9	0.38	61.0
9.818	0.444	fixation	n/a	109.2	223.3	1315.0	n/a	n/a	n/a	n/a
10.264	0.02	saccade	n/a	104.2	223.4	n/a	136.0	217.9	1.25	137.0
10.286	0.316	fixation	n/a	129.1	219.1	1318.0	n/a	n/a	n/a	n/a
10.604	0.032	saccade	n/a	128.4	220.3	n/a	140.2	137.3	3.35	200.0
10.638	0.066	fixation	n/a	140.6	147.9	1304.0	n/a	n/a	n/a	n/a
