sentence_id	word_id	word	nfixations	meanpupilsize	ffd	sfd	gd	gpt	trt	ffd_pupilsize	gd_pupilsize	gpt_pupilsize	trt_pupilsize	ffd_t1_mean	ffd_t2_mean	ffd_a1_mean	ffd_a2_mean	ffd_b1_mean	ffd_b2_mean	ffd_g1_mean	ffd_g2_mean	sfd_t1_mean	sfd_t2_mean	sfd_a1_mean	sfd_a2_mean	sfd_b1_mean	sfd_b2_mean	sfd_g1_mean	sfd_g2_mean	gd_t1_mean	gd_t2_mean	gd_a1_mean	gd_a2_mean	gd_b1_mean	gd_b2_mean	gd_g1_mean	gd_g2_mean	gpt_t1_mean	gpt_t2_mean	gpt_a1_mean	gpt_a2_mean	gpt_b1_mean	gpt_b2_mean	gpt_g1_mean	gpt_g2_mean	trt_t1_mean	trt_t2_mean	trt_a1_mean	trt_a2_mean	trt_b1_mean	trt_b2_mean	trt_g1_mean	trt_g2_mean
1	1	He	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
1	2	won	1.0	497.0	103.0	103.0	103.0	103.0	103.0	497.0	497.0	497.0	497.0	0.91013	1.076625	1.297754	1.169246	0.929394	0.966358	0.815704	0.871062	0.91013	1.076625	1.297754	1.169246	0.929394	0.966358	0.815704	0.871062	0.91013	1.076625	1.297754	1.169246	0.929394	0.966358	0.815704	0.871062	0.91013	1.076625	1.297754	1.169246	0.929394	0.966358	0.815704	0.871062	0.91013	1.076625	1.297754	1.169246	0.929394	0.966358	0.815704	0.871062
1	3	the	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
1	4	Gold	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
1	5	Medal	2.0	540.5	128.0	n/a	128.0	128.0	287.0	502.0	502.0	502.0	540.5	1.117473	1.197623	0.930569	0.905315	0.894692	0.982573	1.050637	0.789605	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	1.117473	1.197623	0.930569	0.905315	0.894692	0.982573	1.050637	0.789605	1.117473	1.197623	0.930569	0.905315	0.894692	0.982573	1.050637	0.789605	1.136246	1.163428	0.906658	1.047046	1.000209	0.922751	0.891473	0.71415
1	6	of	2.0	590.0	113.0	n/a	242.0	242.0	242.0	589.0	590.0	590.0	590.0	1.129824	0.588515	0.679962	0.999998	0.926423	0.632255	0.732295	0.793478	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.984073	0.587831	0.649725	1.051768	0.980139	0.833196	0.789991	0.668883	0.984073	0.587831	0.649725	1.051768	0.980139	0.833196	0.789991	0.668883	0.984073	0.587831	0.649725	1.051768	0.980139	0.833196	0.789991	0.668883
1	7	the	1.0	528.0	101.0	101.0	101.0	101.0	101.0	528.0	528.0	528.0	528.0	0.984561	0.692104	0.630355	0.414775	0.74032	0.752429	0.692701	0.777588	0.984561	0.692104	0.630355	0.414775	0.74032	0.752429	0.692701	0.777588	0.984561	0.692104	0.630355	0.414775	0.74032	0.752429	0.692701	0.777588	0.984561	0.692104	0.630355	0.414775	0.74032	0.752429	0.692701	0.777588	0.984561	0.692104	0.630355	0.414775	0.74032	0.752429	0.692701	0.777588
1	8	Royal	1.0	546.0	64.0	64.0	64.0	64.0	64.0	546.0	546.0	546.0	546.0	0.755537	0.700419	0.603773	0.664662	1.352758	1.195751	0.915224	0.891276	0.755537	0.700419	0.603773	0.664662	1.352758	1.195751	0.915224	0.891276	0.755537	0.700419	0.603773	0.664662	1.352758	1.195751	0.915224	0.891276	0.755537	0.700419	0.603773	0.664662	1.352758	1.195751	0.915224	0.891276	0.755537	0.700419	0.603773	0.664662	1.352758	1.195751	0.915224	0.891276
1	9	Astronomical	1.0	558.0	91.0	91.0	91.0	492.0	91.0	558.0	558.0	579.25	558.0	1.241307	0.723329	0.469115	0.917506	0.742087	1.118911	0.664106	0.668574	1.241307	0.723329	0.469115	0.917506	0.742087	1.118911	0.664106	0.668574	1.241307	0.723329	0.469115	0.917506	0.742087	1.118911	0.664106	0.668574	1.091118	0.757056	0.662828	1.052455	0.952023	0.912058	0.744099	0.661259	1.241307	0.723329	0.469115	0.917506	0.742087	1.118911	0.664106	0.668574
1	10	Society	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
