onset	duration	trial_type	value	gaze_x	gaze_y	pupil_size	sacc_endx	sacc_endy	sacc_amplitude	sacc_peakvel
1.993	0.478	fixation	n/a	254.9	35.6	765.0	n/a	n/a	n/a	n/a
2.028	0.0	trigger_91	91	n/a	n/a	n/a	n/a	n/a	n/a	n/a
2.03	0.0	trigger_19	19	n/a	n/a	n/a	n/a	n/a	n/a	n/a
2.036	0.0	trigger_12	12	n/a	n/a	n/a	n/a	n/a	n/a	n/a
2.473	0.05	saccade	n/a	255.6	42.5	n/a	312.6	111.6	3.62	160.0
2.525	0.728	fixation	n/a	315.5	133.2	833.0	n/a	n/a	n/a	n/a
3.255	0.018	saccade	n/a	314.4	148.2	n/a	368.3	156.7	2.2	189.0
3.275	0.762	fixation	n/a	369.7	166.4	903.0	n/a	n/a	n/a	n/a
4.039	0.08	saccade	n/a	375.3	172.7	n/a	547.3	369.9	10.44	263.0
4.121	0.14	fixation	n/a	545.8	368.2	938.0	n/a	n/a	n/a	n/a
4.263	0.066	saccade	n/a	546.2	372.1	n/a	322.8	184.5	11.6	464.0
4.331	0.122	fixation	n/a	310.3	150.9	836.0	n/a	n/a	n/a	n/a
4.455	0.032	saccade	n/a	309.7	133.6	n/a	197.2	89.3	4.83	358.0
4.489	0.196	fixation	n/a	211.2	83.2	733.0	n/a	n/a	n/a	n/a
4.687	0.024	saccade	n/a	214.6	81.7	n/a	115.7	79.5	3.88	290.0
4.713	0.158	fixation	n/a	126.2	78.7	740.0	n/a	n/a	n/a	n/a
4.873	0.044	saccade	n/a	126.8	80.3	n/a	383.5	97.9	10.19	448.0
4.919	0.218	fixation	n/a	377.2	103.1	797.0	n/a	n/a	n/a	n/a
5.139	0.028	saccade	n/a	376.5	108.7	n/a	294.7	106.5	3.29	235.0
5.169	0.152	fixation	n/a	308.5	109.3	821.0	n/a	n/a	n/a	n/a
5.323	0.028	saccade	n/a	308.3	111.0	n/a	427.3	110.4	4.79	291.0
5.353	0.426	fixation	n/a	434.5	112.7	844.0	n/a	n/a	n/a	n/a
5.458	0.0	trigger_13	13	n/a	n/a	n/a	n/a	n/a	n/a	n/a
5.781	0.052	saccade	n/a	436.8	116.1	n/a	269.5	110.4	6.72	334.0
5.835	0.164	fixation	n/a	257.9	111.6	892.0	n/a	n/a	n/a	n/a
6.001	0.034	saccade	n/a	257.4	116.1	n/a	140.3	108.2	4.63	309.0
6.037	0.386	fixation	n/a	153.0	107.6	901.0	n/a	n/a	n/a	n/a
6.425	0.024	saccade	n/a	153.5	106.7	n/a	251.2	114.3	3.87	302.0
6.451	0.776	fixation	n/a	247.4	113.5	890.0	n/a	n/a	n/a	n/a
7.229	0.032	saccade	n/a	251.2	115.5	n/a	152.7	114.1	3.89	236.0
7.263	0.428	fixation	n/a	164.6	112.2	949.0	n/a	n/a	n/a	n/a
7.693	0.04	saccade	n/a	164.2	115.8	n/a	312.4	118.9	5.88	283.0
7.735	0.184	fixation	n/a	304.1	120.2	951.0	n/a	n/a	n/a	n/a
7.921	0.02	saccade	n/a	302.7	119.5	n/a	365.1	119.3	2.51	205.0
7.943	0.094	fixation	n/a	361.4	117.1	929.0	n/a	n/a	n/a	n/a
8.039	0.054	saccade	n/a	360.9	117.6	n/a	144.4	102.2	8.61	403.0
8.095	0.168	fixation	n/a	133.0	97.9	899.0	n/a	n/a	n/a	n/a
8.265	0.028	saccade	n/a	133.6	96.2	n/a	108.7	156.5	2.6	212.0
8.295	0.24	fixation	n/a	107.6	150.2	943.0	n/a	n/a	n/a	n/a
8.537	0.024	saccade	n/a	109.4	155.1	n/a	114.0	222.0	2.68	203.0
8.563	0.354	fixation	n/a	110.5	212.0	1007.0	n/a	n/a	n/a	n/a
8.919	0.02	saccade	n/a	111.4	213.4	n/a	105.9	253.7	1.62	120.0
8.941	0.136	fixation	n/a	105.4	249.5	932.0	n/a	n/a	n/a	n/a
9.079	0.03	saccade	n/a	105.7	253.1	n/a	106.2	157.1	3.82	228.0
9.111	0.18	fixation	n/a	106.7	165.3	875.0	n/a	n/a	n/a	n/a
9.293	0.016	saccade	n/a	105.9	164.9	n/a	85.2	132.2	1.53	134.0
9.311	0.336	fixation	n/a	92.3	137.5	839.0	n/a	n/a	n/a	n/a
9.394	0.0	trigger_15	15	n/a	n/a	n/a	n/a	n/a	n/a	n/a
9.398	0.0	trigger_10	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a
9.649	0.042	saccade	n/a	96.3	145.3	n/a	92.6	233.6	3.52	201.0
9.693	0.174	fixation	n/a	86.5	231.0	919.0	n/a	n/a	n/a	n/a
9.869	0.016	saccade	n/a	84.9	233.8	n/a	113.0	221.5	1.19	114.0
9.887	0.186	fixation	n/a	104.3	226.4	927.0	n/a	n/a	n/a	n/a
10.075	0.022	saccade	n/a	102.8	225.3	n/a	64.6	218.7	1.48	169.0
10.099	0.118	fixation	n/a	72.2	215.7	897.0	n/a	n/a	n/a	n/a
10.219	0.024	saccade	n/a	72.3	214.8	n/a	74.1	136.8	3.1	230.0
10.245	0.23	fixation	n/a	74.5	142.6	809.0	n/a	n/a	n/a	n/a
10.477	0.068	saccade	n/a	72.2	138.0	n/a	339.8	314.1	12.6	410.0
10.547	0.06	fixation	n/a	334.4	311.1	840.0	n/a	n/a	n/a	n/a
10.609	0.046	saccade	n/a	335.7	312.4	n/a	437.9	352.9	4.37	338.0
10.657	0.102	fixation	n/a	446.3	362.6	847.0	n/a	n/a	n/a	n/a
10.761	0.056	saccade	n/a	450.1	362.4	n/a	237.8	342.6	8.39	395.0
10.819	0.124	fixation	n/a	230.6	344.6	838.0	n/a	n/a	n/a	n/a
10.945	0.022	saccade	n/a	229.6	345.3	n/a	148.1	343.1	3.17	246.0
10.969	0.154	fixation	n/a	152.4	345.7	774.0	n/a	n/a	n/a	n/a
11.125	0.03	saccade	n/a	153.9	346.9	n/a	102.2	203.2	6.02	423.0
11.157	0.2	fixation	n/a	112.6	202.6	687.0	n/a	n/a	n/a	n/a
11.359	0.026	saccade	n/a	112.2	201.0	n/a	103.5	116.1	3.41	255.0
11.387	0.226	fixation	n/a	108.9	116.5	629.0	n/a	n/a	n/a	n/a
11.615	0.036	saccade	n/a	109.2	113.7	n/a	251.4	136.6	5.66	320.0
11.653	0.178	fixation	n/a	245.8	137.3	727.0	n/a	n/a	n/a	n/a
11.833	0.02	saccade	n/a	243.3	136.5	n/a	298.9	146.6	2.26	189.0
11.855	0.152	fixation	n/a	310.8	146.4	791.0	n/a	n/a	n/a	n/a
12.009	0.022	saccade	n/a	311.7	147.5	n/a	290.8	96.1	2.26	170.0
12.033	0.238	fixation	n/a	293.4	89.5	725.0	n/a	n/a	n/a	n/a
12.273	0.02	saccade	n/a	291.6	82.3	n/a	340.4	83.6	1.96	157.0
12.295	0.276	fixation	n/a	344.2	85.6	706.0	n/a	n/a	n/a	n/a
12.573	0.014	saccade	n/a	346.4	89.6	n/a	374.2	87.7	1.12	102.0
12.589	0.096	fixation	n/a	367.9	90.2	719.0	n/a	n/a	n/a	n/a
12.602	0.0	trigger_11	11	n/a	n/a	n/a	n/a	n/a	n/a	n/a
12.614	0.0	trigger_10	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a
12.687	0.044	saccade	n/a	367.4	92.9	n/a	164.4	84.0	8.08	320.0
12.733	0.194	fixation	n/a	172.2	83.1	725.0	n/a	n/a	n/a	n/a
12.929	0.02	saccade	n/a	173.0	82.6	n/a	127.5	83.7	1.78	156.0
12.951	0.176	fixation	n/a	129.5	82.3	731.0	n/a	n/a	n/a	n/a
13.129	0.05	saccade	n/a	129.0	82.6	n/a	349.8	101.4	8.78	348.0
13.181	0.092	fixation	n/a	343.6	97.0	744.0	n/a	n/a	n/a	n/a
13.275	0.044	saccade	n/a	344.9	93.5	n/a	538.1	94.6	7.73	295.0
13.321	0.286	fixation	n/a	529.0	90.7	694.0	n/a	n/a	n/a	n/a
13.609	0.064	saccade	n/a	527.5	89.7	n/a	210.4	128.6	12.71	488.0
13.675	0.126	fixation	n/a	203.2	130.1	721.0	n/a	n/a	n/a	n/a
13.803	0.022	saccade	n/a	202.5	129.1	n/a	127.1	140.3	2.99	232.0
13.827	0.174	fixation	n/a	135.4	136.2	711.0	n/a	n/a	n/a	n/a
14.003	0.038	saccade	n/a	136.0	136.5	n/a	280.9	150.5	5.74	308.0
14.043	0.192	fixation	n/a	280.9	150.8	726.0	n/a	n/a	n/a	n/a
14.237	0.018	saccade	n/a	280.6	150.6	n/a	321.6	151.5	1.64	151.0
