sentence_id	word_id	word	nfixations	meanpupilsize	ffd	sfd	gd	gpt	trt	ffd_pupilsize	gd_pupilsize	gpt_pupilsize	trt_pupilsize	ffd_t1_mean	ffd_t2_mean	ffd_a1_mean	ffd_a2_mean	ffd_b1_mean	ffd_b2_mean	ffd_g1_mean	ffd_g2_mean	sfd_t1_mean	sfd_t2_mean	sfd_a1_mean	sfd_a2_mean	sfd_b1_mean	sfd_b2_mean	sfd_g1_mean	sfd_g2_mean	gd_t1_mean	gd_t2_mean	gd_a1_mean	gd_a2_mean	gd_b1_mean	gd_b2_mean	gd_g1_mean	gd_g2_mean	gpt_t1_mean	gpt_t2_mean	gpt_a1_mean	gpt_a2_mean	gpt_b1_mean	gpt_b2_mean	gpt_g1_mean	gpt_g2_mean	trt_t1_mean	trt_t2_mean	trt_a1_mean	trt_a2_mean	trt_b1_mean	trt_b2_mean	trt_g1_mean	trt_g2_mean
1	1	He	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
1	2	won	2.0	1096.0	70.0	n/a	125.0	125.0	125.0	1085.0	1096.0	1096.0	1096.0	0.741076	0.39653	0.528396	0.62468	0.598932	0.528228	0.636553	0.595996	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.822375	0.560261	0.506896	0.622396	0.576687	0.656448	0.590087	0.458036	0.822375	0.560261	0.506896	0.622396	0.576687	0.656448	0.590087	0.458036	0.822375	0.560261	0.506896	0.622396	0.576687	0.656448	0.590087	0.458036
1	3	the	1.0	1419.0	202.0	202.0	202.0	202.0	202.0	1419.0	1419.0	1419.0	1419.0	0.42646	0.534163	0.45878	0.659856	0.513013	0.825877	0.582172	0.510019	0.42646	0.534163	0.45878	0.659856	0.513013	0.825877	0.582172	0.510019	0.42646	0.534163	0.45878	0.659856	0.513013	0.825877	0.582172	0.510019	0.42646	0.534163	0.45878	0.659856	0.513013	0.825877	0.582172	0.510019	0.42646	0.534163	0.45878	0.659856	0.513013	0.825877	0.582172	0.510019
1	4	Gold	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
1	5	Medal	1.0	1142.0	71.0	71.0	71.0	71.0	71.0	1142.0	1142.0	1142.0	1142.0	0.707249	0.601941	0.438564	0.670123	0.643646	1.126916	1.000794	0.78042	0.707249	0.601941	0.438564	0.670123	0.643646	1.126916	1.000794	0.78042	0.707249	0.601941	0.438564	0.670123	0.643646	1.126916	1.000794	0.78042	0.707249	0.601941	0.438564	0.670123	0.643646	1.126916	1.000794	0.78042	0.707249	0.601941	0.438564	0.670123	0.643646	1.126916	1.000794	0.78042
1	6	of	1.0	1200.0	72.0	72.0	72.0	72.0	72.0	1200.0	1200.0	1200.0	1200.0	0.437981	0.400459	0.335195	0.61256	0.769085	1.22506	1.289559	1.02629	0.437981	0.400459	0.335195	0.61256	0.769085	1.22506	1.289559	1.02629	0.437981	0.400459	0.335195	0.61256	0.769085	1.22506	1.289559	1.02629	0.437981	0.400459	0.335195	0.61256	0.769085	1.22506	1.289559	1.02629	0.437981	0.400459	0.335195	0.61256	0.769085	1.22506	1.289559	1.02629
1	7	the	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
1	8	Royal	1.0	1269.0	110.0	110.0	110.0	110.0	110.0	1269.0	1269.0	1269.0	1269.0	0.434462	0.464226	0.499199	0.628209	0.659719	0.92483	0.905177	0.634578	0.434462	0.464226	0.499199	0.628209	0.659719	0.92483	0.905177	0.634578	0.434462	0.464226	0.499199	0.628209	0.659719	0.92483	0.905177	0.634578	0.434462	0.464226	0.499199	0.628209	0.659719	0.92483	0.905177	0.634578	0.434462	0.464226	0.499199	0.628209	0.659719	0.92483	0.905177	0.634578
1	9	Astronomical	1.0	1333.0	140.0	140.0	140.0	140.0	140.0	1333.0	1333.0	1333.0	1333.0	0.500727	0.234062	0.408111	0.63446	0.766979	0.750799	0.696886	0.776008	0.500727	0.234062	0.408111	0.63446	0.766979	0.750799	0.696886	0.776008	0.500727	0.234062	0.408111	0.63446	0.766979	0.750799	0.696886	0.776008	0.500727	0.234062	0.408111	0.63446	0.766979	0.750799	0.696886	0.776008	0.500727	0.234062	0.408111	0.63446	0.766979	0.750799	0.696886	0.776008
1	10	Society	1.0	1347.0	106.0	106.0	106.0	106.0	106.0	1347.0	1347.0	1347.0	1347.0	0.540292	0.435124	0.666799	0.949783	0.774393	1.159713	1.01875	0.636663	0.540292	0.435124	0.666799	0.949783	0.774393	1.159713	1.01875	0.636663	0.540292	0.435124	0.666799	0.949783	0.774393	1.159713	1.01875	0.636663	0.540292	0.435124	0.666799	0.949783	0.774393	1.159713	1.01875	0.636663	0.540292	0.435124	0.666799	0.949783	0.774393	1.159713	1.01875	0.636663
