sentence_id	word_id	word	nfixations	meanpupilsize	ffd	sfd	gd	gpt	trt	ffd_pupilsize	gd_pupilsize	gpt_pupilsize	trt_pupilsize	ffd_t1_mean	ffd_t2_mean	ffd_a1_mean	ffd_a2_mean	ffd_b1_mean	ffd_b2_mean	ffd_g1_mean	ffd_g2_mean	sfd_t1_mean	sfd_t2_mean	sfd_a1_mean	sfd_a2_mean	sfd_b1_mean	sfd_b2_mean	sfd_g1_mean	sfd_g2_mean	gd_t1_mean	gd_t2_mean	gd_a1_mean	gd_a2_mean	gd_b1_mean	gd_b2_mean	gd_g1_mean	gd_g2_mean	gpt_t1_mean	gpt_t2_mean	gpt_a1_mean	gpt_a2_mean	gpt_b1_mean	gpt_b2_mean	gpt_g1_mean	gpt_g2_mean	trt_t1_mean	trt_t2_mean	trt_a1_mean	trt_a2_mean	trt_b1_mean	trt_b2_mean	trt_g1_mean	trt_g2_mean
1	1	He	1.0	823.0	156.0	156.0	156.0	156.0	156.0	823.0	823.0	823.0	823.0	1.219487	0.370445	0.511198	0.587035	0.629074	0.671098	0.575175	0.515771	1.219487	0.370445	0.511198	0.587035	0.629074	0.671098	0.575175	0.515771	1.219487	0.370445	0.511198	0.587035	0.629074	0.671098	0.575175	0.515771	1.219487	0.370445	0.511198	0.587035	0.629074	0.671098	0.575175	0.515771	1.219487	0.370445	0.511198	0.587035	0.629074	0.671098	0.575175	0.515771
1	2	won	3.0	814.0	107.0	n/a	107.0	263.0	443.0	859.0	859.0	841.0	814.0	1.050093	0.786616	0.608507	0.483451	0.555176	0.914221	0.591019	0.61306	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	1.050093	0.786616	0.608507	0.483451	0.555176	0.914221	0.591019	0.61306	1.13479	0.578531	0.559852	0.535243	0.592125	0.792659	0.583097	0.564416	1.000828	0.777624	0.738137	0.780115	0.789902	0.834034	0.584844	0.557139
1	3	the	1.0	739.0	138.0	138.0	138.0	138.0	138.0	739.0	739.0	739.0	739.0	1.114191	1.036235	1.352019	0.737906	1.031937	1.038536	0.661811	0.540922	1.114191	1.036235	1.352019	0.737906	1.031937	1.038536	0.661811	0.540922	1.114191	1.036235	1.352019	0.737906	1.031937	1.038536	0.661811	0.540922	1.114191	1.036235	1.352019	0.737906	1.031937	1.038536	0.661811	0.540922	1.114191	1.036235	1.352019	0.737906	1.031937	1.038536	0.661811	0.540922
1	4	Gold	2.0	803.5	189.0	n/a	189.0	189.0	320.0	866.0	866.0	866.0	803.5	0.713539	0.434024	0.554038	0.532134	0.705391	0.817898	0.602542	0.511982	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.713539	0.434024	0.554038	0.532134	0.705391	0.817898	0.602542	0.511982	0.713539	0.434024	0.554038	0.532134	0.705391	0.817898	0.602542	0.511982	0.903528	0.436635	0.545033	0.49845	0.673935	0.927673	0.611635	0.541929
1	5	Medal	3.0	828.6667	205.0	n/a	205.0	455.0	471.0	933.0	933.0	871.6667	828.6667	0.638019	0.516597	0.577101	0.706318	0.737207	0.801431	0.505857	0.412222	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.638019	0.516597	0.577101	0.706318	0.737207	0.801431	0.505857	0.412222	0.932617	0.684936	0.571798	0.593355	0.746168	0.911948	0.634643	0.488884	1.083968	0.684731	0.48477	0.534395	0.701946	0.950423	0.659617	0.518265
1	6	of	1.0	830.0	150.0	150.0	150.0	150.0	150.0	830.0	830.0	830.0	830.0	0.71316	0.432203	0.325424	0.343646	0.582612	0.637302	0.560223	0.515446	0.71316	0.432203	0.325424	0.343646	0.582612	0.637302	0.560223	0.515446	0.71316	0.432203	0.325424	0.343646	0.582612	0.637302	0.560223	0.515446	0.71316	0.432203	0.325424	0.343646	0.582612	0.637302	0.560223	0.515446	0.71316	0.432203	0.325424	0.343646	0.582612	0.637302	0.560223	0.515446
1	7	the	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
1	8	Royal	1.0	855.0	77.0	77.0	77.0	77.0	77.0	855.0	855.0	855.0	855.0	0.884577	0.67913	0.344645	0.64651	0.783372	1.007816	0.561944	0.586004	0.884577	0.67913	0.344645	0.64651	0.783372	1.007816	0.561944	0.586004	0.884577	0.67913	0.344645	0.64651	0.783372	1.007816	0.561944	0.586004	0.884577	0.67913	0.344645	0.64651	0.783372	1.007816	0.561944	0.586004	0.884577	0.67913	0.344645	0.64651	0.783372	1.007816	0.561944	0.586004
1	9	Astronomical	3.0	785.6667	163.0	n/a	163.0	163.0	453.0	832.0	832.0	832.0	785.6667	1.06034	0.766067	0.440018	0.517703	0.817088	0.943746	0.815887	0.561102	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	1.06034	0.766067	0.440018	0.517703	0.817088	0.943746	0.815887	0.561102	1.06034	0.766067	0.440018	0.517703	0.817088	0.943746	0.815887	0.561102	0.725898	0.666668	0.553172	0.752191	1.023897	1.002895	0.688386	0.523352
1	10	Society	2.0	770.5	128.0	n/a	128.0	703.0	413.0	795.0	795.0	766.5	770.5	0.97151	0.527094	0.593567	0.752052	0.923655	1.448769	0.604614	0.512244	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.97151	0.527094	0.593567	0.752052	0.923655	1.448769	0.604614	0.512244	0.723022	0.665312	0.860069	1.085067	1.073869	1.159368	0.627916	0.502637	0.887368	0.713655	1.110389	1.300699	1.020437	1.286265	0.631198	0.500797
