onset	duration	trial_type	value	gaze_x	gaze_y	pupil_size	sacc_endx	sacc_endy	sacc_amplitude	sacc_peakvel
0.038	0.0	trigger_100	100	n/a	n/a	n/a	n/a	n/a	n/a	n/a
0.459	0.036	saccade	n/a	173.9	271.1	n/a	378.9	229.9	8.29	403.0
0.497	0.844	fixation	n/a	391.7	226.1	898.0	n/a	n/a	n/a	n/a
1.343	0.02	saccade	n/a	405.5	214.6	n/a	449.2	203.5	1.81	164.0
1.365	0.8	fixation	n/a	439.3	207.8	843.0	n/a	n/a	n/a	n/a
2.068	0.0	trigger_10	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a
2.167	0.032	saccade	n/a	437.6	208.7	n/a	368.9	214.2	2.77	249.0
2.201	0.092	fixation	n/a	365.3	212.6	864.0	n/a	n/a	n/a	n/a
2.295	0.036	saccade	n/a	366.7	213.5	n/a	211.9	135.7	6.93	411.0
2.333	0.128	fixation	n/a	217.2	128.9	891.0	n/a	n/a	n/a	n/a
2.463	0.022	saccade	n/a	220.2	127.3	n/a	149.8	81.1	3.34	281.0
2.487	0.258	fixation	n/a	156.6	78.9	934.0	n/a	n/a	n/a	n/a
2.747	0.038	saccade	n/a	154.7	79.8	n/a	282.2	86.6	5.05	412.0
2.787	0.288	fixation	n/a	292.1	85.8	918.0	n/a	n/a	n/a	n/a
3.077	0.018	saccade	n/a	288.4	87.6	n/a	239.8	89.4	1.94	169.0
3.097	0.374	fixation	n/a	250.4	92.7	907.0	n/a	n/a	n/a	n/a
3.473	0.034	saccade	n/a	251.6	96.6	n/a	342.7	92.3	3.65	381.0
3.509	0.212	fixation	n/a	353.8	92.9	898.0	n/a	n/a	n/a	n/a
3.723	0.036	saccade	n/a	354.4	92.3	n/a	443.6	86.6	3.6	368.0
3.761	0.344	fixation	n/a	455.9	86.7	867.0	n/a	n/a	n/a	n/a
4.107	0.032	saccade	n/a	455.0	86.0	n/a	545.5	87.6	3.62	379.0
4.141	0.204	fixation	n/a	553.9	86.2	855.0	n/a	n/a	n/a	n/a
4.347	0.02	saccade	n/a	552.2	86.3	n/a	592.2	84.2	1.59	141.0
4.369	0.07	fixation	n/a	585.4	85.8	851.0	n/a	n/a	n/a	n/a
4.441	0.054	saccade	n/a	586.1	85.7	n/a	144.2	149.4	17.59	556.0
4.497	0.25	fixation	n/a	142.5	145.1	899.0	n/a	n/a	n/a	n/a
4.749	0.03	saccade	n/a	141.7	146.0	n/a	231.6	146.5	3.54	348.0
4.781	0.16	fixation	n/a	242.2	143.7	889.0	n/a	n/a	n/a	n/a
4.943	0.018	saccade	n/a	245.3	144.5	n/a	258.0	104.2	1.71	150.0
4.963	0.176	fixation	n/a	253.2	95.2	872.0	n/a	n/a	n/a	n/a
5.141	0.022	saccade	n/a	255.5	98.1	n/a	172.4	83.6	3.34	278.0
5.165	0.254	fixation	n/a	183.4	84.5	893.0	n/a	n/a	n/a	n/a
5.421	0.03	saccade	n/a	184.0	86.1	n/a	241.0	90.8	2.27	282.0
5.453	0.196	fixation	n/a	248.0	91.7	917.0	n/a	n/a	n/a	n/a
5.651	0.028	saccade	n/a	244.8	90.9	n/a	309.1	89.2	2.57	290.0
5.681	0.212	fixation	n/a	311.5	86.1	883.0	n/a	n/a	n/a	n/a
5.895	0.032	saccade	n/a	311.1	86.4	n/a	379.0	82.2	2.74	285.0
5.929	0.25	fixation	n/a	387.5	85.1	848.0	n/a	n/a	n/a	n/a
6.181	0.02	saccade	n/a	389.6	87.9	n/a	443.9	84.4	2.19	215.0
6.203	0.238	fixation	n/a	436.4	85.9	840.0	n/a	n/a	n/a	n/a
6.443	0.03	saccade	n/a	436.5	87.5	n/a	494.1	88.9	2.32	268.0
6.475	0.208	fixation	n/a	500.9	88.5	829.0	n/a	n/a	n/a	n/a
6.685	0.022	saccade	n/a	504.2	90.1	n/a	594.8	87.1	3.6	333.0
6.709	0.206	fixation	n/a	586.2	86.9	812.0	n/a	n/a	n/a	n/a
6.917	0.058	saccade	n/a	588.5	87.8	n/a	162.6	142.8	16.91	500.0
6.977	0.26	fixation	n/a	172.2	146.9	883.0	n/a	n/a	n/a	n/a
7.239	0.16	saccade	n/a	181.0	159.1	n/a	277.7	148.9	3.86	487.0
7.313	0.038	blink	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
7.401	0.418	fixation	n/a	272.2	138.8	890.0	n/a	n/a	n/a	n/a
7.821	0.016	saccade	n/a	272.5	139.3	n/a	242.1	153.4	1.34	124.0
7.839	0.42	fixation	n/a	246.7	152.1	916.0	n/a	n/a	n/a	n/a
8.05	0.0	trigger_11	11	n/a	n/a	n/a	n/a	n/a	n/a	n/a
8.06	0.0	trigger_10	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a
8.261	0.034	saccade	n/a	248.7	154.3	n/a	154.9	87.2	4.6	290.0
8.297	0.192	fixation	n/a	159.2	88.0	904.0	n/a	n/a	n/a	n/a
8.491	0.014	saccade	n/a	159.4	84.7	n/a	131.2	89.5	1.12	90.0
8.507	0.366	fixation	n/a	135.1	87.3	916.0	n/a	n/a	n/a	n/a
8.875	0.034	saccade	n/a	131.0	87.2	n/a	240.0	80.9	4.3	458.0
8.911	0.26	fixation	n/a	255.1	82.3	871.0	n/a	n/a	n/a	n/a
9.173	0.032	saccade	n/a	253.8	83.2	n/a	311.9	81.9	2.32	308.0
9.207	0.432	fixation	n/a	321.4	87.5	851.0	n/a	n/a	n/a	n/a
9.641	0.03	saccade	n/a	318.7	86.7	n/a	380.2	86.2	2.47	272.0
9.673	0.24	fixation	n/a	386.4	86.3	814.0	n/a	n/a	n/a	n/a
9.915	0.02	saccade	n/a	384.8	86.3	n/a	324.7	87.7	2.42	203.0
9.937	0.136	fixation	n/a	329.6	87.8	798.0	n/a	n/a	n/a	n/a
10.075	0.032	saccade	n/a	329.2	86.9	n/a	404.2	80.7	3.03	327.0
10.109	0.27	fixation	n/a	415.9	82.3	803.0	n/a	n/a	n/a	n/a
10.381	0.022	saccade	n/a	417.6	81.0	n/a	497.4	84.6	3.21	306.0
10.405	0.14	fixation	n/a	494.9	88.0	788.0	n/a	n/a	n/a	n/a
10.547	0.032	saccade	n/a	494.9	89.1	n/a	555.8	87.9	2.44	249.0
10.581	0.32	fixation	n/a	563.9	88.2	773.0	n/a	n/a	n/a	n/a
10.903	0.06	saccade	n/a	564.9	86.0	n/a	93.1	139.5	18.56	492.0
10.965	0.268	fixation	n/a	105.6	138.0	810.0	n/a	n/a	n/a	n/a
11.235	0.022	saccade	n/a	108.5	136.5	n/a	186.6	141.6	3.05	291.0
11.259	0.186	fixation	n/a	182.6	140.7	822.0	n/a	n/a	n/a	n/a
11.447	0.032	saccade	n/a	181.0	139.9	n/a	240.4	142.6	2.36	268.0
11.481	0.278	fixation	n/a	250.2	141.4	803.0	n/a	n/a	n/a	n/a
11.761	0.022	saccade	n/a	251.1	141.9	n/a	182.3	141.0	2.72	235.0
11.785	0.182	fixation	n/a	195.6	139.8	793.0	n/a	n/a	n/a	n/a
11.969	0.034	saccade	n/a	197.2	139.2	n/a	351.6	148.0	6.16	506.0
12.005	0.206	fixation	n/a	368.0	147.7	799.0	n/a	n/a	n/a	n/a
12.213	0.032	saccade	n/a	370.3	147.1	n/a	448.9	144.1	3.17	350.0
12.247	0.256	fixation	n/a	460.3	143.2	770.0	n/a	n/a	n/a	n/a
12.505	0.022	saccade	n/a	460.6	144.0	n/a	524.4	139.7	2.56	254.0
12.529	0.162	fixation	n/a	519.7	140.2	745.0	n/a	n/a	n/a	n/a
12.693	0.044	saccade	n/a	521.6	137.8	n/a	339.2	103.3	7.44	308.0
12.739	0.132	fixation	n/a	343.7	102.6	762.0	n/a	n/a	n/a	n/a
12.873	0.022	saccade	n/a	342.0	101.4	n/a	264.2	75.8	3.29	265.0
12.897	0.458	fixation	n/a	254.6	76.3	768.0	n/a	n/a	n/a	n/a
13.357	0.022	saccade	n/a	252.1	85.0	n/a	286.7	140.0	2.63	203.0
13.381	0.202	fixation	n/a	285.0	139.7	787.0	n/a	n/a	n/a	n/a
13.585	0.02	saccade	n/a	287.7	137.5	n/a	227.8	127.8	2.42	187.0
13.607	0.122	fixation	n/a	228.7	116.7	785.0	n/a	n/a	n/a	n/a
13.731	0.02	saccade	n/a	227.1	115.4	n/a	184.4	80.4	2.21	169.0
13.753	0.3	fixation	n/a	179.6	76.6	797.0	n/a	n/a	n/a	n/a
13.834	0.0	trigger_11	11	n/a	n/a	n/a	n/a	n/a	n/a	n/a
13.846	0.0	trigger_10	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a
14.055	0.022	saccade	n/a	178.5	76.1	n/a	119.8	83.0	2.31	184.0
14.079	0.208	fixation	n/a	129.1	80.1	837.0	n/a	n/a	n/a	n/a
14.289	0.024	saccade	n/a	129.7	80.8	n/a	247.6	79.6	4.64	398.0
14.315	0.2	fixation	n/a	238.7	79.7	817.0	n/a	n/a	n/a	n/a
14.517	0.028	saccade	n/a	239.0	80.9	n/a	295.6	82.3	2.26	254.0
14.547	0.164	fixation	n/a	301.3	83.1	793.0	n/a	n/a	n/a	n/a
14.713	0.034	saccade	n/a	303.3	82.5	n/a	383.9	79.7	3.25	334.0
14.749	0.19	fixation	n/a	390.7	79.4	771.0	n/a	n/a	n/a	n/a
14.941	0.03	saccade	n/a	390.6	79.6	n/a	456.8	81.3	2.66	292.0
14.973	0.452	fixation	n/a	467.5	82.2	755.0	n/a	n/a	n/a	n/a
15.427	0.028	saccade	n/a	468.6	81.8	n/a	535.1	82.4	2.67	311.0
15.457	0.134	fixation	n/a	542.4	80.0	744.0	n/a	n/a	n/a	n/a
15.593	0.026	saccade	n/a	543.5	78.6	n/a	577.9	78.8	1.37	170.0
15.621	0.076	fixation	n/a	580.3	78.0	740.0	n/a	n/a	n/a	n/a
15.699	0.052	saccade	n/a	579.3	76.7	n/a	121.4	138.2	18.13	529.0
15.753	0.306	fixation	n/a	127.1	131.5	780.0	n/a	n/a	n/a	n/a
16.061	0.032	saccade	n/a	129.0	130.6	n/a	210.0	134.4	3.18	342.0
16.095	0.352	fixation	n/a	222.0	136.5	801.0	n/a	n/a	n/a	n/a
16.449	0.022	saccade	n/a	221.9	139.3	n/a	281.2	137.5	2.36	238.0
