sentence_id	word_id	word	nfixations	meanpupilsize	ffd	sfd	gd	gpt	trt	ffd_pupilsize	gd_pupilsize	gpt_pupilsize	trt_pupilsize	ffd_t1_mean	ffd_t2_mean	ffd_a1_mean	ffd_a2_mean	ffd_b1_mean	ffd_b2_mean	ffd_g1_mean	ffd_g2_mean	sfd_t1_mean	sfd_t2_mean	sfd_a1_mean	sfd_a2_mean	sfd_b1_mean	sfd_b2_mean	sfd_g1_mean	sfd_g2_mean	gd_t1_mean	gd_t2_mean	gd_a1_mean	gd_a2_mean	gd_b1_mean	gd_b2_mean	gd_g1_mean	gd_g2_mean	gpt_t1_mean	gpt_t2_mean	gpt_a1_mean	gpt_a2_mean	gpt_b1_mean	gpt_b2_mean	gpt_g1_mean	gpt_g2_mean	trt_t1_mean	trt_t2_mean	trt_a1_mean	trt_a2_mean	trt_b1_mean	trt_b2_mean	trt_g1_mean	trt_g2_mean
1	1	He	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
1	2	won	3.0	385.0	61.0	n/a	116.0	116.0	257.0	372.0	374.5	374.5	385.0	1.800823	1.899019	1.577374	1.312812	1.25211	1.126105	0.880765	0.541362	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	2.134736	1.694903	1.489323	1.04948	1.172848	0.968694	0.784708	0.628984	2.134736	1.694903	1.489323	1.04948	1.172848	0.968694	0.784708	0.628984	2.268322	1.659691	1.394721	1.114485	1.175756	1.072057	0.8554	0.628913
1	3	the	2.0	380.5	51.0	n/a	51.0	233.0	117.0	386.0	386.0	377.5	380.5	2.028053	2.455353	1.136725	1.784916	1.280776	0.892692	0.622598	0.758507	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	2.028053	2.455353	1.136725	1.784916	1.280776	0.892692	0.622598	0.758507	1.856339	1.943141	1.319225	1.272614	1.162739	1.0288	0.786601	0.708313	1.577942	2.191379	1.149127	1.495749	1.15263	1.088906	0.788493	0.787642
1	4	Gold	1.0	399.0	100.0	100.0	100.0	241.0	100.0	399.0	399.0	402.5	399.0	1.315292	1.203803	1.425777	1.470772	1.688019	1.361689	1.179052	0.883532	1.315292	1.203803	1.425777	1.470772	1.688019	1.361689	1.179052	0.883532	1.315292	1.203803	1.425777	1.470772	1.688019	1.361689	1.179052	0.883532	1.925393	1.396535	1.315647	1.357633	1.434796	1.320236	1.087918	0.756152	1.315292	1.203803	1.425777	1.470772	1.688019	1.361689	1.179052	0.883532
1	5	Medal	2.0	363.0	78.0	n/a	78.0	78.0	191.0	368.0	368.0	368.0	363.0	1.196464	1.473602	0.945103	1.260673	0.839966	1.151333	0.74281	0.499229	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	1.196464	1.473602	0.945103	1.260673	0.839966	1.151333	0.74281	0.499229	1.196464	1.473602	0.945103	1.260673	0.839966	1.151333	0.74281	0.499229	1.612297	1.235576	1.339763	1.40663	1.080733	1.326664	0.797808	0.58579
1	6	of	2.0	371.5	90.0	n/a	90.0	90.0	168.0	372.0	372.0	372.0	371.5	1.485852	0.868992	1.026275	1.681439	1.232662	1.096003	0.723635	0.460084	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	1.485852	0.868992	1.026275	1.681439	1.232662	1.096003	0.723635	0.460084	1.485852	0.868992	1.026275	1.681439	1.232662	1.096003	0.723635	0.460084	1.449492	1.188857	1.027913	1.414482	1.214675	1.160059	0.801611	0.609601
1	7	the	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
1	8	Royal	2.0	377.0	75.0	n/a	75.0	266.0	192.0	344.0	344.0	357.6667	377.0	2.258504	1.360003	2.101705	1.921557	1.354091	1.317248	0.825354	0.799158	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	2.258504	1.360003	2.101705	1.921557	1.354091	1.317248	0.825354	0.799158	1.899922	1.288758	1.621893	1.540556	1.29076	1.347786	0.852582	0.743542	2.322448	1.951262	1.961787	2.055172	1.824482	1.409521	1.003658	0.730664
1	9	Astronomical	6.0	371.1667	130.0	n/a	239.0	239.0	642.0	378.0	372.5	372.5	371.1667	2.081695	1.404275	1.441535	0.996638	1.221397	1.359069	0.689418	0.609234	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	1.655554	1.312665	1.379035	1.22019	1.268229	1.587031	0.808461	0.671912	1.655554	1.312665	1.379035	1.22019	1.268229	1.587031	0.808461	0.671912	1.70039	1.415699	1.309442	1.329517	1.436282	1.276229	0.8632	0.682124
1	10	Society	3.0	350.0	115.0	n/a	301.0	742.0	301.0	362.0	350.0	353.0	350.0	1.694855	1.498169	1.976933	2.700804	2.505545	1.415782	0.812256	0.578195	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	1.733545	1.303253	1.46162	1.707341	1.789131	1.391372	0.885321	0.675021	1.769931	1.327886	1.38823	1.605403	1.518714	1.265367	0.876219	0.729419	1.733545	1.303253	1.46162	1.707341	1.789131	1.391372	0.885321	0.675021
