onset	duration	trial_type	value	gaze_x	gaze_y	pupil_size	sacc_endx	sacc_endy	sacc_amplitude	sacc_peakvel
1.981	0.362	fixation	n/a	348.5	228.2	1471.0	n/a	n/a	n/a	n/a
2.016	0.0	trigger_114	114	n/a	n/a	n/a	n/a	n/a	n/a	n/a
2.018	0.0	trigger_19	19	n/a	n/a	n/a	n/a	n/a	n/a	n/a
2.03	0.0	trigger_10	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a
2.345	0.02	saccade	n/a	344.1	223.9	n/a	291.0	224.7	2.13	167.0
2.367	0.24	fixation	n/a	300.3	227.7	1424.0	n/a	n/a	n/a	n/a
2.609	0.546	saccade	n/a	312.5	234.5	n/a	361.3	326.7	4.18	1390.0
2.663	0.41	blink	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3.157	0.038	fixation	n/a	358.6	303.9	1348.0	n/a	n/a	n/a	n/a
3.197	0.218	saccade	n/a	359.5	307.3	n/a	333.8	255.3	2.33	1392.0
3.253	0.092	blink	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3.417	0.272	fixation	n/a	329.1	213.3	1430.0	n/a	n/a	n/a	n/a
3.691	0.028	saccade	n/a	328.7	212.6	n/a	410.5	228.7	3.35	218.0
3.721	0.21	fixation	n/a	404.6	222.6	1355.0	n/a	n/a	n/a	n/a
3.933	0.042	saccade	n/a	407.2	224.8	n/a	219.8	304.4	8.11	335.0
3.977	0.208	fixation	n/a	231.0	304.4	1357.0	n/a	n/a	n/a	n/a
4.187	0.042	saccade	n/a	231.6	307.3	n/a	209.9	155.6	6.15	407.0
4.231	0.122	fixation	n/a	209.6	149.8	1330.0	n/a	n/a	n/a	n/a
4.355	0.024	saccade	n/a	210.6	150.6	n/a	201.1	89.6	2.5	199.0
4.381	0.144	fixation	n/a	204.2	97.3	1340.0	n/a	n/a	n/a	n/a
4.527	0.04	saccade	n/a	203.2	96.7	n/a	418.8	92.4	8.61	355.0
4.562	0.0	trigger_11	11	n/a	n/a	n/a	n/a	n/a	n/a	n/a
4.569	0.18	fixation	n/a	413.2	90.8	1367.0	n/a	n/a	n/a	n/a
4.576	0.0	trigger_10	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a
4.751	0.042	saccade	n/a	410.7	89.0	n/a	548.4	83.4	5.52	358.0
4.795	0.13	fixation	n/a	557.0	84.7	1397.0	n/a	n/a	n/a	n/a
4.927	0.052	saccade	n/a	558.3	86.8	n/a	302.6	152.1	10.57	491.0
4.981	0.188	fixation	n/a	298.4	160.0	1494.0	n/a	n/a	n/a	n/a
5.171	0.034	saccade	n/a	298.9	164.8	n/a	428.2	150.1	5.23	245.0
5.207	0.302	fixation	n/a	423.9	152.1	1424.0	n/a	n/a	n/a	n/a
5.511	0.02	saccade	n/a	423.9	150.6	n/a	492.0	144.7	2.75	204.0
5.533	0.144	fixation	n/a	502.6	143.6	1480.0	n/a	n/a	n/a	n/a
5.679	0.054	saccade	n/a	505.0	142.9	n/a	244.8	205.2	10.67	470.0
5.735	0.152	fixation	n/a	238.9	209.6	1593.0	n/a	n/a	n/a	n/a
5.889	0.024	saccade	n/a	239.7	212.7	n/a	164.2	213.7	2.97	220.0
5.915	0.174	fixation	n/a	174.2	216.2	1611.0	n/a	n/a	n/a	n/a
6.091	0.04	saccade	n/a	174.3	219.2	n/a	193.0	119.3	4.09	307.0
6.133	0.244	fixation	n/a	195.1	113.0	1565.0	n/a	n/a	n/a	n/a
6.379	0.012	saccade	n/a	196.1	113.6	n/a	197.6	97.9	0.64	65.0
6.393	0.398	fixation	n/a	199.9	103.2	1555.0	n/a	n/a	n/a	n/a
6.554	0.0	trigger_11	11	n/a	n/a	n/a	n/a	n/a	n/a	n/a
6.57	0.0	trigger_10	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a
6.793	0.038	saccade	n/a	198.1	105.6	n/a	331.9	93.0	5.36	220.0
6.833	0.224	fixation	n/a	330.2	94.3	1556.0	n/a	n/a	n/a	n/a
7.059	0.036	saccade	n/a	331.5	95.5	n/a	520.6	84.9	7.59	342.0
7.097	0.172	fixation	n/a	521.0	93.4	1512.0	n/a	n/a	n/a	n/a
7.271	0.056	saccade	n/a	522.1	93.6	n/a	241.5	155.1	11.48	502.0
7.329	0.154	fixation	n/a	238.3	160.6	1563.0	n/a	n/a	n/a	n/a
7.485	0.032	saccade	n/a	238.3	162.4	n/a	359.4	155.5	4.84	294.0
7.519	0.172	fixation	n/a	359.3	156.0	1482.0	n/a	n/a	n/a	n/a
7.693	0.028	saccade	n/a	359.9	157.6	n/a	450.9	146.7	3.68	213.0
7.723	0.252	fixation	n/a	450.7	147.9	1496.0	n/a	n/a	n/a	n/a
7.977	0.032	saccade	n/a	450.4	150.2	n/a	576.2	152.4	5.02	278.0
8.011	0.216	fixation	n/a	573.0	155.7	1538.0	n/a	n/a	n/a	n/a
8.229	0.048	saccade	n/a	574.4	156.5	n/a	191.8	210.9	15.28	540.0
8.279	0.194	fixation	n/a	204.7	210.2	1585.0	n/a	n/a	n/a	n/a
8.475	0.04	saccade	n/a	207.8	213.6	n/a	191.5	113.1	4.11	381.0
8.517	0.236	fixation	n/a	194.6	105.0	1541.0	n/a	n/a	n/a	n/a
8.755	0.03	saccade	n/a	197.1	105.9	n/a	345.4	97.8	5.92	336.0
8.787	0.252	fixation	n/a	345.0	99.8	1536.0	n/a	n/a	n/a	n/a
9.041	0.02	saccade	n/a	344.4	99.4	n/a	392.1	88.8	1.97	148.0
9.063	0.112	fixation	n/a	393.9	90.1	1553.0	n/a	n/a	n/a	n/a
9.177	0.036	saccade	n/a	394.6	92.1	n/a	244.0	95.0	6.04	313.0
9.215	0.184	fixation	n/a	251.5	97.5	1603.0	n/a	n/a	n/a	n/a
9.401	0.028	saccade	n/a	251.9	97.6	n/a	155.6	96.2	3.81	238.0
